key,statute_code,law_section_code,law_section_desc,violation_type_code,violation_type,concat,count,top_level_epa_summary,top_level_usc,drilldown_epa_summary,drilldown_usc,drilldown_cfr,drilldown_fr,
CAA-167-PSD,CAA,167,Clean Air Act,PSD,Prevention Of Significant Deterioration,CAA 167 Clean Air Act PSD Prevention Of Significant Deterioration,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partC-subparti-sec7477,,,
RCRA-3017-EXPORT,RCRA,3017,Export of Hazardous Waste,EXPORT,Exports Violation,RCRA 3017 Export of Hazardous Waste EXPORT Exports Violation,3,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6938,,,
CAA-173-PRMTVL,CAA,173,New Source Review Permit Requirements,PRMTVL,Violation Of A Permit Requirement,CAA 173 New Source Review Permit Requirements PRMTVL Violation Of A Permit Requirement,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partD-subpart1-sec7503,,,
CAA-173-PSD,CAA,173,New Source Review Permit Requirements,PSD,Prevention Of Significant Deterioration,CAA 173 New Source Review Permit Requirements PSD Prevention Of Significant Deterioration,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partD-subpart1-sec7503,,,
CWA-311C2/311E-NOPRMT,CWA,311C2/311E,Emergency Powers Oil Imminent & Substantial Endangerment,NOPRMT,"Discharge, Emission Or Activity WO Required Permit","CWA 311C2/311E Emergency Powers Oil Imminent & Substantial Endangerment NOPRMT Discharge, Emission Or Activity WO Required Permit",3,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1321,,,
RCRA-7003-NA,RCRA,7003,Imminent Order: Solid or Hazardous Waste,NA,Not Applicable (RCRA/3008h),RCRA 7003 Imminent Order: Solid or Hazardous Waste NA Not Applicable (RCRA/3008h),3,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapVII-sec6973,,,
RCRA-7003-SPILL,RCRA,7003,Imminent Order: Solid or Hazardous Waste,SPILL,Oil Spill Violation Under CWA/OPA,RCRA 7003 Imminent Order: Solid or Hazardous Waste SPILL Oil Spill Violation Under CWA/OPA,3,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapVII-sec6973,,,
CAA-183[E][A]-REP,CAA,183[E][A],Federal Ozone Measures,REP,Violations Of Reporting Requirements,CAA 183[E][A] Federal Ozone Measures REP Violations Of Reporting Requirements,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partD-subpart2-sec7511b,,,
CWA-311J-PRMTVL,CWA,311J,SPCC and/or Federal Response Plan Violations,PRMTVL,Violation Of A Permit Requirement,CWA 311J SPCC and/or Federal Response Plan Violations PRMTVL Violation Of A Permit Requirement,3,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1321,,,
CWA-311J-RMP-A,CWA,311J,SPCC and/or Federal Response Plan Violations,RMP-A,Risk Management Plan - CAA,CWA 311J SPCC and/or Federal Response Plan Violations RMP-A Risk Management Plan - CAA,3,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1321,,,
CAA-208-VEHCL,CAA,208,Information Collection from Motor Vehicle Mfg.,VEHCL,Motor Vehicle Requirements,CAA 208 Information Collection from Motor Vehicle Mfg. VEHCL Motor Vehicle Requirements,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7542,,,
CAA-211-TAM,CAA,211,Regulation of Fuels - Motor Vehicle and Engine Fuels,TAM,Tampering With Emissions Control Device,CAA 211 Regulation of Fuels - Motor Vehicle and Engine Fuels TAM Tampering With Emissions Control Device,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
RCRA-9003-NORPTG,RCRA,9003,"UST Release Detection, Prevention, Correction Regulations",NORPTG,Failure To Report Information As Required,"RCRA 9003 UST Release Detection, Prevention, Correction Regulations NORPTG Failure To Report Information As Required",3,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991b,,,
CAA-211C-LEAD,CAA,211C,Clean Air Act,LEAD,Lead Paint Rule,CAA 211C Clean Air Act LEAD Lead Paint Rule,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapII-partA-sec7545,,,
RCRA-9003[C][3]-[4]-OTHER,RCRA,9003[C][3]-[4],"UST Release Detection, Prevention, Correction",OTHER,Other/Miscellaneous,"RCRA 9003[C][3]-[4] UST Release Detection, Prevention, Correction OTHER Other/Miscellaneous",3,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991b,,,
RCRA-9003[C][3]-[4]-FIN,RCRA,9003[C][3]-[4],"UST Release Detection, Prevention, Correction",FIN,Violation Of Financial Reponsibility Requirements,"RCRA 9003[C][3]-[4] UST Release Detection, Prevention, Correction FIN Violation Of Financial Reponsibility Requirements",3,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991b,,,
CAA-502-REC,CAA,502,Operating Permits (Title V),REC,Violation Of Req. To Monitior/Maintain Records,CAA 502 Operating Permits (Title V) REC Violation Of Req. To Monitior/Maintain Records,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapV-sec7661a,,,
CAA-608-NESHAP,CAA,608,National Recycling & Emission Reduction Program,NESHAP,National Emission Standard For Hazardous Air Pollutant,CAA 608 National Recycling & Emission Reduction Program NESHAP National Emission Standard For Hazardous Air Pollutant,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapVI-sec7671g,,,
CAA-608-2BA,CAA,608,National Recycling & Emission Reduction Program,2BA,Failure/Refusal To Prepare/Keep Records,CAA 608 National Recycling & Emission Reduction Program 2BA Failure/Refusal To Prepare/Keep Records,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapVI-sec7671g,,,
RCRA-9006A-INFREQ,RCRA,9006A,Underground Storage Tanks Compliance Order,INFREQ,Violation Of Information Request Letter Req.,RCRA 9006A Underground Storage Tanks Compliance Order INFREQ Violation Of Information Request Letter Req.,3,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991e,,,
CAA-609-EMIS,CAA,609,Servicing of Motor Vehicle Air Conditioners,EMIS,Air Emissions Not Otherwise Specified,CAA 609 Servicing of Motor Vehicle Air Conditioners EMIS Air Emissions Not Otherwise Specified,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapVI-sec7671h,,,
CWA-405-REC,CWA,405,Sewage Sludge Disposal,REC,Violation Of Req. To Monitior/Maintain Records,CWA 405 Sewage Sludge Disposal REC Violation Of Req. To Monitior/Maintain Records,3,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIV-sec1345,,,
RCRA-9006D-REP,RCRA,9006D,UST Civil Penalties,REP,Violations Of Reporting Requirements,RCRA 9006D UST Civil Penalties REP Violations Of Reporting Requirements,3,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIX-sec6991e,,,
EPCRA-325-TRI,EPCRA,325,Enforcement: Civil/Admin. Penalties and Procedures for Admin. Penalties including subpoenas,TRI,Toxic Release Inventory (Section 313),EPCRA 325 Enforcement: Civil/Admin. Penalties and Procedures for Admin. Penalties including subpoenas TRI Toxic Release Inventory (Section 313),3,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
CAA-OTHER-REP,CAA,OTHER,Violations not covered elsewhere,REP,Violations Of Reporting Requirements,CAA OTHER Violations not covered elsewhere REP Violations Of Reporting Requirements,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,,,,
CAA-PART63-NESHAP,CAA,PART63,MACT Standards (40 CFR Part 63),NESHAP,National Emission Standard For Hazardous Air Pollutant,CAA PART63 MACT Standards (40 CFR Part 63) NESHAP National Emission Standard For Hazardous Air Pollutant,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,,,,
CAA-SUBCHP6-VEHCL,CAA,SUBCHP6,Clean Air Act,VEHCL,Motor Vehicle Requirements,CAA SUBCHP6 Clean Air Act VEHCL Motor Vehicle Requirements,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,,,,
CAA-TITLE6-STRAT,CAA,TITLE6,Stratospheric Ozone Protection,STRAT,Stratosperic Ozone Protection Violation,CAA TITLE6 Stratospheric Ozone Protection STRAT Stratosperic Ozone Protection Violation,3,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapVI-sec7671,,,
EPCRA-302-REP,EPCRA,302,Substances and Facilities Covered and Notification,REP,Violations Of Reporting Requirements,EPCRA 302 Substances and Facilities Covered and Notification REP Violations Of Reporting Requirements,2,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11002,,,
CWA-301-EMIS,CWA,301,NPDES Discharge without a Permit,EMIS,Air Emissions Not Otherwise Specified,CWA 301 NPDES Discharge without a Permit EMIS Air Emissions Not Otherwise Specified,2,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
CWA-301-NA,CWA,301,NPDES Discharge without a Permit,NA,Not Applicable (RCRA/3008h),CWA 301 NPDES Discharge without a Permit NA Not Applicable (RCRA/3008h),2,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
CWA-301-NESHAP,CWA,301,NPDES Discharge without a Permit,NESHAP,National Emission Standard For Hazardous Air Pollutant,CWA 301 NPDES Discharge without a Permit NESHAP National Emission Standard For Hazardous Air Pollutant,2,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
CWA-301-2NA,CWA,301,NPDES Discharge without a Permit,2NA,Failure To File Reports,CWA 301 NPDES Discharge without a Permit 2NA Failure To File Reports,2,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
CAA-110-404PMT,CAA,110,Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,404PMT,Discharge Without Or In Violation Of A 404 Permit,CAA 110 Implementation Plan for National Primary and Secondary Ambient Air Quality Standards 404PMT Discharge Without Or In Violation Of A 404 Permit,2,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,https://www.epa.gov/criteria-air-pollutants/naaqs-implementation-process,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7410,,,
CAA-110-AOVIOL,CAA,110,Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,AOVIOL,Violation Of A Previously Issued AO,CAA 110 Implementation Plan for National Primary and Secondary Ambient Air Quality Standards AOVIOL Violation Of A Previously Issued AO,2,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,https://www.epa.gov/criteria-air-pollutants/naaqs-implementation-process,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7410,,,
CWA-301-PLAN,CWA,301,NPDES Discharge without a Permit,PLAN,Failure To Have Adequate SPCC Plan,CWA 301 NPDES Discharge without a Permit PLAN Failure To Have Adequate SPCC Plan,2,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1311,,,
CAA-110-UICMON,CAA,110,Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,UICMON,Monitoring Requirements,CAA 110 Implementation Plan for National Primary and Secondary Ambient Air Quality Standards UICMON Monitoring Requirements,2,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,https://www.epa.gov/criteria-air-pollutants/naaqs-implementation-process,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7410,,,
CAA-110-LDAR,CAA,110,Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,LDAR,UST Leak Detection And Repair,CAA 110 Implementation Plan for National Primary and Secondary Ambient Air Quality Standards LDAR UST Leak Detection And Repair,2,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,https://www.epa.gov/criteria-air-pollutants/naaqs-implementation-process,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7410,,,
CAA-110-LBLMRK,CAA,110,Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,LBLMRK,Labeling/Marking Requirements,CAA 110 Implementation Plan for National Primary and Secondary Ambient Air Quality Standards LBLMRK Labeling/Marking Requirements,2,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,https://www.epa.gov/criteria-air-pollutants/naaqs-implementation-process,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7410,,,
CAA-110-ERK,CAA,110,Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,ERK,Record Keeping Violations,CAA 110 Implementation Plan for National Primary and Secondary Ambient Air Quality Standards ERK Record Keeping Violations,2,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,https://www.epa.gov/criteria-air-pollutants/naaqs-implementation-process,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7410,,,
CAA-110-VHAP,CAA,110,Implementation Plan for National Primary and Secondary Ambient Air Quality Standards,VHAP,Volatile Hazardous Air Pollutants,CAA 110 Implementation Plan for National Primary and Secondary Ambient Air Quality Standards VHAP Volatile Hazardous Air Pollutants,2,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,https://www.epa.gov/criteria-air-pollutants/naaqs-implementation-process,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7410,,,
EPCRA-304-NODMR,EPCRA,304,Emergency Release Notification Section 313 Program,NODMR,Failure To Submit DMR,EPCRA 304 Emergency Release Notification Section 313 Program NODMR Failure To Submit DMR,2,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
EPCRA-304-GFR,EPCRA,304,Emergency Release Notification Section 313 Program,GFR,General Facility Requirements,EPCRA 304 Emergency Release Notification Section 313 Program GFR General Facility Requirements,2,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
EPCRA-304-TRI,EPCRA,304,Emergency Release Notification Section 313 Program,TRI,Toxic Release Inventory (Section 313),EPCRA 304 Emergency Release Notification Section 313 Program TRI Toxic Release Inventory (Section 313),2,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
CWA-301/307-UICMON,CWA,301/307,Effluent Limitations - NPDES Toxic & Pretreatment Effluent Standards,UICMON,Monitoring Requirements,CWA 301/307 Effluent Limitations - NPDES Toxic & Pretreatment Effluent Standards UICMON Monitoring Requirements,2,https://www.epa.gov/enforcement/clean-water-act-cwa-and-federal-facilities,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapI-sec1251,,https://www.govinfo.gov/app/details/USCODE-2017-title33/USCODE-2017-title33-chap26-subchapIII-sec1317,,,
EPCRA-304-NESHAP,EPCRA,304,Emergency Release Notification Section 313 Program,NESHAP,National Emission Standard For Hazardous Air Pollutant,EPCRA 304 Emergency Release Notification Section 313 Program NESHAP National Emission Standard For Hazardous Air Pollutant,2,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
RCRA-3002-UNREG,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,UNREG,Unregulated Wastes,RCRA 3002 Standards Applicable to Generators of Hazardous Waste UNREG Unregulated Wastes,2,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
RCRA-3002-6PC,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,6PC,Storage;Oper Comm Storage Facil W/O Authority,RCRA 3002 Standards Applicable to Generators of Hazardous Waste 6PC Storage;Oper Comm Storage Facil W/O Authority,2,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
RCRA-3002-2BA,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,2BA,Failure/Refusal To Prepare/Keep Records,RCRA 3002 Standards Applicable to Generators of Hazardous Waste 2BA Failure/Refusal To Prepare/Keep Records,2,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
RCRA-3002-6PS,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,6PS,Storage; Viols Other Than Comm St Approv,RCRA 3002 Standards Applicable to Generators of Hazardous Waste 6PS Storage; Viols Other Than Comm St Approv,2,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
RCRA-3002-12B,RCRA,3002,Standards Applicable to Generators of Hazardous Waste,12B,Export Notification -- failure to notify,RCRA 3002 Standards Applicable to Generators of Hazardous Waste 12B Export Notification -- failure to notify,2,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6922,,,
EPCRA-304-OTHER,EPCRA,304,Emergency Release Notification Section 313 Program,OTHER,Other/Miscellaneous,EPCRA 304 Emergency Release Notification Section 313 Program OTHER Other/Miscellaneous,2,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
EPCRA-304-ELR,EPCRA,304,Emergency Release Notification Section 313 Program,ELR,Late Reporting,EPCRA 304 Emergency Release Notification Section 313 Program ELR Late Reporting,2,https://www.epa.gov/laws-regulations/summary-emergency-planning-community-right-know-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap116-subchapI-sec11001,,,,,
CAA-111-VHAP,CAA,111,New Source Performance Standards,VHAP,Volatile Hazardous Air Pollutants,CAA 111 New Source Performance Standards VHAP Volatile Hazardous Air Pollutants,2,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7411,,,
CAA-111-ASB,CAA,111,New Source Performance Standards,ASB,Asbestos Requirement Violation (CAA),CAA 111 New Source Performance Standards ASB Asbestos Requirement Violation (CAA),2,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7411,,,
CAA-111-UICMON,CAA,111,New Source Performance Standards,UICMON,Monitoring Requirements,CAA 111 New Source Performance Standards UICMON Monitoring Requirements,2,https://www.epa.gov/laws-regulations/summary-clean-air-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7401,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap85-subchapI-partA-sec7411,,,
RCRA-3003-REP,RCRA,3003,Standards Applicable to Transporters of Hazardous Waste,REP,Violations Of Reporting Requirements,RCRA 3003 Standards Applicable to Transporters of Hazardous Waste REP Violations Of Reporting Requirements,2,https://www.epa.gov/laws-regulations/summary-resource-conservation-and-recovery-act,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapI-sec6901,,https://www.govinfo.gov/app/details/USCODE-2017-title42/USCODE-2017-title42-chap82-subchapIII-sec6923,,,
